Crop_Name,Soil_Type,Rainfall_Requirement,Temperature_Range,Previous_Crop,Next_Crop,Month_Planted,Month_Harvested,Growth_Duration,Region
Millets,Red,400-1000 mm,22 - 45°C,Wheat,Lentils,October-December,March-April,130 days,Uttar Pradesh
Jowar,Red,400-1000 mm,25 - 30°C,Groundnut,Rice,March-May,June-July,123 days,Andhra Pradesh
Tea,Laterite,1500-3000 mm,22 - 37°C,Rice,Rice,October-December,March-April,167 days,Tamil Nadu
Groundnut,Red,400-1000 mm,29 - 40°C,Millets,Groundnut,June-July,September-October,146 days,Andhra Pradesh
Rice,Black,600-1100 mm,28 - 30°C,Maize,Millets,June-July,September-October,96 days,Andhra Pradesh
Groundnut,Black,600-1100 mm,22 - 38°C,Wheat,Jowar,March-May,June-July,139 days,Karnataka
Rice,Black,600-1100 mm,22 - 37°C,Pulses,Maize,October-December,March-April,99 days,Andhra Pradesh
Vegetables,Alluvial,500-1500 mm,17 - 44°C,Maize,Rice,March-May,June-July,168 days,Punjab
Pulses,Red,400-1000 mm,29 - 30°C,Groundnut,Groundnut,October-December,March-April,171 days,Tamil Nadu
Cotton,Black,600-1100 mm,28 - 41°C,Groundnut,Rice,March-May,June-July,161 days,Andhra Pradesh
Jowar,Red,400-1000 mm,19 - 43°C,Lentils,Lentils,June-July,September-October,164 days,Uttar Pradesh
Jowar,Red,400-1000 mm,19 - 33°C,Bengal Gram,Jowar,June-July,September-October,176 days,Telangana
Jowar,Red,400-1000 mm,18 - 41°C,Bengal Gram,Red Gram,October-December,March-April,115 days,Telangana
Rice,Alluvial,500-1500 mm,19 - 35°C,Cotton,Cotton,June-July,September-October,171 days,Punjab
Vegetables,Alluvial,500-1500 mm,21 - 31°C,Mustard,Wheat,October-December,March-April,123 days,Punjab
Cotton,Red,400-1000 mm,20 - 42°C,Pulses,Barley,October-December,March-April,91 days,Uttar Pradesh
Groundnut,Red,400-1000 mm,18 - 43°C,Groundnut,Rice,June-July,September-October,158 days,Andhra Pradesh
Vegetables,Alluvial,500-1500 mm,16 - 40°C,Mustard,Barley,March-May,June-July,163 days,Punjab
Millets,Red,400-1000 mm,25 - 34°C,Red Gram,Bengal Gram,June-July,September-October,157 days,Telangana
Vegetables,Alluvial,500-1500 mm,25 - 44°C,Barley,Maize,March-May,June-July,160 days,Punjab
Jowar,Black,600-1100 mm,25 - 32°C,Jowar,Jowar,March-May,June-July,167 days,Telangana
Jowar,Red,400-1000 mm,21 - 31°C,Millets,Sugarcane,March-May,June-July,163 days,Tamil Nadu
Cashew,Laterite,1500-3000 mm,30 - 41°C,Wheat,Rice,June-July,September-October,99 days,Karnataka
Pulses,Red,400-1000 mm,16 - 38°C,Pulses,Jowar,March-May,June-July,173 days,Karnataka
Tea,Laterite,1500-3000 mm,26 - 44°C,Sugarcane,Pulses,March-May,June-July,161 days,Tamil Nadu
Sugarcane,Alluvial,500-1500 mm,27 - 36°C,Maize,Maize,June-July,September-October,96 days,Punjab
Tea,Laterite,1500-3000 mm,25 - 30°C,Millets,Millets,June-July,September-October,146 days,Tamil Nadu
Groundnut,Red,400-1000 mm,24 - 41°C,Sugarcane,Sugarcane,June-July,September-October,135 days,Tamil Nadu
Cotton,Red,400-1000 mm,15 - 32°C,Rice,Rice,March-May,June-July,101 days,Tamil Nadu
Cashew,Laterite,1500-3000 mm,26 - 39°C,Sugarcane,Sugarcane,March-May,June-July,143 days,Tamil Nadu
Ragi,Red,400-1000 mm,29 - 36°C,Bajra,Bajra,March-May,June-July,91 days,Uttar Pradesh
Wheat,Alluvial,500-1500 mm,30 - 31°C,Mustard,Wheat,October-December,March-April,93 days,Punjab
Jowar,Black,600-1100 mm,27 - 37°C,Ragi,Wheat,June-July,September-October,115 days,Karnataka
Jowar,Red,400-1000 mm,16 - 43°C,Pulses,Groundnut,March-May,June-July,134 days,Tamil Nadu
Groundnut,Red,400-1000 mm,18 - 41°C,Rice,Jowar,June-July,September-October,160 days,Karnataka
Coffee,Laterite,1500-3000 mm,25 - 36°C,Millets,Pulses,March-May,June-July,134 days,Tamil Nadu
Rice,Alluvial,500-1500 mm,23 - 36°C,Wheat,Mustard,October-December,March-April,112 days,Punjab
Rubber,Laterite,1500-3000 mm,16 - 44°C,Millets,Groundnut,June-July,September-October,98 days,Tamil Nadu
Maize,Alluvial,500-1500 mm,16 - 31°C,Barley,Maize,October-December,March-April,139 days,Punjab
Spices,Laterite,1500-3000 mm,23 - 30°C,Pulses,Sugarcane,June-July,September-October,152 days,Tamil Nadu
Ragi,Red,400-1000 mm,19 - 40°C,Pulses,Pulses,March-May,June-July,95 days,Karnataka
Oilseeds,Alluvial,500-1500 mm,19 - 40°C,Wheat,Pulses,March-May,June-July,96 days,Uttar Pradesh
Millets,Red,400-1000 mm,24 - 45°C,Bajra,Barley,June-July,September-October,146 days,Uttar Pradesh
Millets,Red,400-1000 mm,18 - 44°C,Rice,Ragi,March-May,June-July,167 days,Karnataka
Maize,Alluvial,500-1500 mm,29 - 36°C,Mustard,Mustard,June-July,September-October,123 days,Punjab
Rice,Alluvial,500-1500 mm,24 - 33°C,Barley,Rice,June-July,September-October,138 days,Punjab
Rice,Alluvial,500-1500 mm,19 - 32°C,Wheat,Barley,June-July,September-October,160 days,Uttar Pradesh
Cashew,Laterite,1500-3000 mm,17 - 36°C,Sugarcane,Sugarcane,October-December,March-April,137 days,Tamil Nadu
Vegetables,Alluvial,500-1500 mm,18 - 30°C,Mustard,Mustard,June-July,September-October,123 days,Punjab
Jowar,Black,600-1100 mm,29 - 40°C,Jowar,Red Gram,March-May,June-July,109 days,Telangana
Jowar,Black,600-1100 mm,26 - 39°C,Red Gram,Red Gram,March-May,June-July,152 days,Telangana
Maize,Alluvial,500-1500 mm,24 - 37°C,Mustard,Rice,June-July,September-October,142 days,Punjab
Ragi,Red,400-1000 mm,18 - 30°C,Ragi,Wheat,October-December,March-April,99 days,Karnataka
Groundnut,Red,400-1000 mm,18 - 42°C,Bajra,Rice,October-December,March-April,148 days,Uttar Pradesh
Jowar,Red,400-1000 mm,28 - 44°C,Rice,Cotton,March-May,June-July,90 days,Telangana
Millets,Red,400-1000 mm,15 - 31°C,Lentils,Barley,October-December,March-April,119 days,Uttar Pradesh
Groundnut,Red,400-1000 mm,29 - 34°C,Millets,Sugarcane,October-December,March-April,105 days,Tamil Nadu
Oilseeds,Alluvial,500-1500 mm,17 - 41°C,Rice,Barley,March-May,June-July,158 days,Uttar Pradesh
Groundnut,Black,600-1100 mm,27 - 37°C,Maize,Pulses,October-December,March-April,113 days,Andhra Pradesh
Oilseeds,Alluvial,500-1500 mm,30 - 41°C,Maize,Wheat,October-December,March-April,178 days,Punjab
Wheat,Alluvial,500-1500 mm,17 - 42°C,Maize,Maize,October-December,March-April,107 days,Punjab
Oilseeds,Alluvial,500-1500 mm,26 - 42°C,Rice,Pulses,March-May,June-July,124 days,Uttar Pradesh
Vegetables,Alluvial,500-1500 mm,22 - 35°C,Barley,Rice,March-May,June-July,178 days,Punjab
Tea,Laterite,1500-3000 mm,29 - 32°C,Sugarcane,Rice,October-December,March-April,119 days,Tamil Nadu
Tea,Laterite,1500-3000 mm,17 - 38°C,Rice,Groundnut,March-May,June-July,115 days,Tamil Nadu
Rice,Alluvial,500-1500 mm,18 - 34°C,Barley,Bajra,June-July,September-October,135 days,Uttar Pradesh
Pulses,Red,400-1000 mm,30 - 32°C,Jowar,Bengal Gram,March-May,June-July,158 days,Telangana
Maize,Alluvial,500-1500 mm,18 - 38°C,Maize,Wheat,June-July,September-October,101 days,Punjab
Rice,Black,600-1100 mm,19 - 43°C,Millets,Maize,June-July,September-October,170 days,Andhra Pradesh
Millets,Red,400-1000 mm,18 - 38°C,Jowar,Ragi,March-May,June-July,122 days,Karnataka
Sugarcane,Alluvial,500-1500 mm,17 - 38°C,Cotton,Mustard,March-May,June-July,115 days,Punjab
Cotton,Black,600-1100 mm,18 - 45°C,Jowar,Bengal Gram,June-July,September-October,152 days,Telangana
Millets,Red,400-1000 mm,21 - 43°C,Sugarcane,Millets,June-July,September-October,145 days,Tamil Nadu
Vegetables,Alluvial,500-1500 mm,20 - 37°C,Barley,Mustard,March-May,June-July,95 days,Punjab
Cashew,Laterite,1500-3000 mm,19 - 37°C,Groundnut,Pulses,June-July,September-October,124 days,Tamil Nadu
Ragi,Red,400-1000 mm,24 - 40°C,Cotton,Rice,March-May,June-July,96 days,Telangana
Sugarcane,Alluvial,500-1500 mm,27 - 44°C,Rice,Rice,March-May,June-July,135 days,Punjab
Maize,Alluvial,500-1500 mm,28 - 44°C,Rice,Rice,October-December,March-April,156 days,Punjab
Rubber,Laterite,1500-3000 mm,20 - 30°C,Rice,Groundnut,October-December,March-April,99 days,Tamil Nadu
Vegetables,Alluvial,500-1500 mm,19 - 42°C,Cotton,Wheat,October-December,March-April,106 days,Punjab
Cotton,Red,400-1000 mm,23 - 40°C,Rice,Rice,June-July,September-October,159 days,Tamil Nadu
Sugarcane,Alluvial,500-1500 mm,30 - 40°C,Wheat,Barley,March-May,June-July,92 days,Punjab
Rice,Black,600-1100 mm,16 - 42°C,Bengal Gram,Cotton,March-May,June-July,146 days,Telangana
Jowar,Black,600-1100 mm,30 - 42°C,Jowar,Jowar,June-July,September-October,174 days,Telangana
Ragi,Red,400-1000 mm,16 - 43°C,Rice,Jowar,March-May,June-July,113 days,Telangana
Millets,Red,400-1000 mm,24 - 33°C,Lentils,Lentils,March-May,June-July,91 days,Uttar Pradesh
Pulses,Red,400-1000 mm,24 - 36°C,Rice,Barley,June-July,September-October,104 days,Uttar Pradesh
Vegetables,Alluvial,500-1500 mm,23 - 40°C,Maize,Mustard,March-May,June-July,127 days,Punjab
Jowar,Red,400-1000 mm,25 - 37°C,Red Gram,Rice,October-December,March-April,131 days,Telangana
Groundnut,Red,400-1000 mm,27 - 41°C,Millets,Sugarcane,October-December,March-April,107 days,Tamil Nadu
Groundnut,Red,400-1000 mm,25 - 38°C,Jowar,Red Gram,March-May,June-July,160 days,Telangana
Groundnut,Black,600-1100 mm,18 - 30°C,Wheat,Wheat,June-July,September-October,134 days,Karnataka
Pulses,Red,400-1000 mm,24 - 35°C,Rice,Maize,October-December,March-April,111 days,Andhra Pradesh
Sugarcane,Alluvial,500-1500 mm,18 - 36°C,Mustard,Cotton,June-July,September-October,128 days,Punjab
Rubber,Laterite,1500-3000 mm,19 - 38°C,Groundnut,Groundnut,October-December,March-April,114 days,Tamil Nadu
Groundnut,Red,400-1000 mm,27 - 44°C,Groundnut,Groundnut,June-July,September-October,138 days,Tamil Nadu
Ragi,Red,400-1000 mm,24 - 32°C,Rice,Millets,June-July,September-October,153 days,Tamil Nadu
Groundnut,Black,600-1100 mm,24 - 41°C,Jowar,Rice,March-May,June-July,142 days,Karnataka
Cotton,Red,400-1000 mm,22 - 34°C,Jowar,Red Gram,June-July,September-October,123 days,Telangana
Spices,Laterite,1500-3000 mm,16 - 40°C,Groundnut,Pulses,June-July,September-October,148 days,Karnataka
Coffee,Laterite,1500-3000 mm,22 - 38°C,Wheat,Ragi,June-July,September-October,107 days,Karnataka
Vegetables,Alluvial,500-1500 mm,26 - 32°C,Wheat,Maize,March-May,June-July,123 days,Punjab
Oilseeds,Alluvial,500-1500 mm,15 - 42°C,Rice,Barley,June-July,September-October,131 days,Uttar Pradesh
Cotton,Red,400-1000 mm,25 - 41°C,Red Gram,Jowar,June-July,September-October,133 days,Telangana
Groundnut,Red,400-1000 mm,16 - 33°C,Bengal Gram,Bengal Gram,June-July,September-October,138 days,Telangana
Pulses,Red,400-1000 mm,19 - 31°C,Groundnut,Sugarcane,October-December,March-April,91 days,Tamil Nadu
Coffee,Laterite,1500-3000 mm,15 - 38°C,Sugarcane,Sugarcane,October-December,March-April,96 days,Tamil Nadu
Sugarcane,Alluvial,500-1500 mm,27 - 36°C,Rice,Cotton,March-May,June-July,174 days,Punjab
Groundnut,Black,600-1100 mm,28 - 41°C,Bengal Gram,Rice,June-July,September-October,149 days,Telangana
Sugarcane,Black,600-1100 mm,23 - 44°C,Maize,Rice,March-May,June-July,139 days,Andhra Pradesh
Rice,Black,600-1100 mm,19 - 38°C,Jowar,Red Gram,October-December,March-April,130 days,Telangana
Groundnut,Red,400-1000 mm,30 - 31°C,Pulses,Rice,June-July,September-October,166 days,Andhra Pradesh
Pulses,Red,400-1000 mm,30 - 36°C,Millets,Sugarcane,October-December,March-April,120 days,Tamil Nadu
Pulses,Red,400-1000 mm,26 - 44°C,Cotton,Red Gram,June-July,September-October,103 days,Telangana
Jowar,Black,600-1100 mm,28 - 42°C,Rice,Millets,October-December,March-April,171 days,Andhra Pradesh
Groundnut,Red,400-1000 mm,19 - 35°C,Sugarcane,Groundnut,October-December,March-April,91 days,Tamil Nadu
Ragi,Red,400-1000 mm,17 - 37°C,Jowar,Jowar,October-December,March-April,180 days,Karnataka
Sugarcane,Alluvial,500-1500 mm,24 - 36°C,Barley,Mustard,March-May,June-July,173 days,Punjab
Ragi,Red,400-1000 mm,15 - 30°C,Ragi,Pulses,March-May,June-July,121 days,Karnataka
Jowar,Red,400-1000 mm,21 - 38°C,Rice,Bajra,October-December,March-April,134 days,Uttar Pradesh
Spices,Laterite,1500-3000 mm,24 - 30°C,Ragi,Jowar,March-May,June-July,153 days,Karnataka
Rubber,Laterite,1500-3000 mm,28 - 31°C,Wheat,Ragi,June-July,September-October,94 days,Karnataka
Maize,Alluvial,500-1500 mm,18 - 32°C,Barley,Maize,June-July,September-October,128 days,Punjab
Jowar,Red,400-1000 mm,30 - 43°C,Maize,Millets,March-May,June-July,151 days,Andhra Pradesh
Millets,Red,400-1000 mm,27 - 37°C,Sugarcane,Pulses,June-July,September-October,170 days,Tamil Nadu
Jowar,Red,400-1000 mm,30 - 38°C,Jowar,Rice,October-December,March-April,177 days,Telangana
Wheat,Alluvial,500-1500 mm,21 - 33°C,Pulses,Rice,June-July,September-October,144 days,Uttar Pradesh
Millets,Red,400-1000 mm,23 - 44°C,Groundnut,Rice,March-May,June-July,156 days,Tamil Nadu
Rice,Alluvial,500-1500 mm,20 - 41°C,Cotton,Cotton,June-July,September-October,130 days,Punjab
Wheat,Alluvial,500-1500 mm,26 - 30°C,Rice,Mustard,October-December,March-April,132 days,Punjab
Vegetables,Alluvial,500-1500 mm,19 - 42°C,Mustard,Rice,March-May,June-July,160 days,Punjab
Jowar,Red,400-1000 mm,15 - 30°C,Pulses,Jowar,June-July,September-October,159 days,Karnataka
Jowar,Black,600-1100 mm,15 - 38°C,Jowar,Jowar,March-May,June-July,160 days,Telangana
Rice,Alluvial,500-1500 mm,17 - 36°C,Cotton,Wheat,June-July,September-October,117 days,Punjab
Groundnut,Red,400-1000 mm,29 - 37°C,Rice,Rice,October-December,March-April,171 days,Tamil Nadu
Cotton,Black,600-1100 mm,26 - 44°C,Millets,Rice,March-May,June-July,97 days,Andhra Pradesh
Sugarcane,Black,600-1100 mm,27 - 44°C,Millets,Groundnut,March-May,June-July,114 days,Andhra Pradesh
Sugarcane,Black,600-1100 mm,30 - 39°C,Maize,Rice,March-May,June-July,98 days,Andhra Pradesh
Cotton,Black,600-1100 mm,18 - 42°C,Pulses,Groundnut,October-December,March-April,179 days,Andhra Pradesh
Jowar,Red,400-1000 mm,19 - 40°C,Cotton,Cotton,March-May,June-July,169 days,Telangana
Cashew,Laterite,1500-3000 mm,22 - 35°C,Millets,Millets,October-December,March-April,130 days,Tamil Nadu
Jowar,Red,400-1000 mm,20 - 33°C,Groundnut,Rice,March-May,June-July,120 days,Andhra Pradesh
Rice,Alluvial,500-1500 mm,21 - 43°C,Cotton,Mustard,June-July,September-October,144 days,Punjab
Ragi,Red,400-1000 mm,22 - 41°C,Groundnut,Millets,June-July,September-October,162 days,Tamil Nadu
Groundnut,Black,600-1100 mm,19 - 39°C,Rice,Ragi,March-May,June-July,106 days,Karnataka
Maize,Alluvial,500-1500 mm,25 - 30°C,Barley,Pulses,October-December,March-April,107 days,Uttar Pradesh
Tea,Laterite,1500-3000 mm,18 - 39°C,Rice,Rice,October-December,March-April,139 days,Tamil Nadu
Rice,Black,600-1100 mm,19 - 39°C,Rice,Bengal Gram,June-July,September-October,179 days,Telangana
Sugarcane,Alluvial,500-1500 mm,27 - 32°C,Wheat,Barley,March-May,June-July,176 days,Uttar Pradesh
Rice,Alluvial,500-1500 mm,16 - 45°C,Barley,Rice,June-July,September-October,115 days,Punjab
Groundnut,Black,600-1100 mm,19 - 32°C,Jowar,Rice,June-July,September-October,113 days,Karnataka
Sugarcane,Black,600-1100 mm,26 - 45°C,Pulses,Rice,March-May,June-July,180 days,Andhra Pradesh
Jowar,Red,400-1000 mm,16 - 30°C,Groundnut,Sugarcane,June-July,September-October,130 days,Tamil Nadu
Millets,Red,400-1000 mm,21 - 37°C,Red Gram,Bengal Gram,October-December,March-April,174 days,Telangana
Millets,Red,400-1000 mm,27 - 31°C,Jowar,Cotton,June-July,September-October,95 days,Telangana
Sugarcane,Alluvial,500-1500 mm,16 - 34°C,Pulses,Rice,March-May,June-July,94 days,Uttar Pradesh
Spices,Laterite,1500-3000 mm,22 - 36°C,Pulses,Rice,March-May,June-July,147 days,Karnataka
Vegetables,Alluvial,500-1500 mm,18 - 45°C,Cotton,Cotton,March-May,June-July,138 days,Punjab
Spices,Laterite,1500-3000 mm,26 - 36°C,Jowar,Rice,June-July,September-October,98 days,Karnataka
Wheat,Alluvial,500-1500 mm,18 - 34°C,Wheat,Mustard,October-December,March-April,107 days,Punjab
Groundnut,Red,400-1000 mm,18 - 31°C,Groundnut,Millets,March-May,June-July,138 days,Andhra Pradesh
Sugarcane,Black,600-1100 mm,16 - 38°C,Groundnut,Groundnut,October-December,March-April,93 days,Andhra Pradesh
Sugarcane,Alluvial,500-1500 mm,18 - 41°C,Cotton,Cotton,March-May,June-July,144 days,Punjab
Sugarcane,Black,600-1100 mm,23 - 42°C,Wheat,Jowar,October-December,March-April,160 days,Karnataka
Coffee,Laterite,1500-3000 mm,20 - 40°C,Sugarcane,Groundnut,March-May,June-July,113 days,Tamil Nadu
Cotton,Black,600-1100 mm,24 - 34°C,Rice,Millets,October-December,March-April,108 days,Andhra Pradesh
Rice,Black,600-1100 mm,20 - 43°C,Cotton,Rice,June-July,September-October,147 days,Telangana
Vegetables,Alluvial,500-1500 mm,25 - 35°C,Rice,Rice,March-May,June-July,95 days,Punjab
Sugarcane,Black,600-1100 mm,27 - 34°C,Ragi,Groundnut,October-December,March-April,119 days,Karnataka
Vegetables,Alluvial,500-1500 mm,21 - 45°C,Lentils,Pulses,October-December,March-April,155 days,Uttar Pradesh
Cotton,Red,400-1000 mm,23 - 36°C,Bajra,Rice,October-December,March-April,179 days,Uttar Pradesh
Pulses,Red,400-1000 mm,24 - 35°C,Groundnut,Rice,October-December,March-April,114 days,Tamil Nadu
Pulses,Red,400-1000 mm,17 - 41°C,Groundnut,Rice,June-July,September-October,124 days,Andhra Pradesh
Millets,Red,400-1000 mm,19 - 32°C,Pulses,Groundnut,October-December,March-April,122 days,Andhra Pradesh
Cotton,Black,600-1100 mm,19 - 40°C,Pulses,Groundnut,March-May,June-July,111 days,Karnataka
Rice,Alluvial,500-1500 mm,18 - 41°C,Wheat,Maize,October-December,March-April,164 days,Punjab
Rice,Alluvial,500-1500 mm,16 - 41°C,Maize,Mustard,June-July,September-October,121 days,Punjab
Pulses,Red,400-1000 mm,20 - 31°C,Rice,Pulses,March-May,June-July,168 days,Tamil Nadu
Millets,Red,400-1000 mm,27 - 32°C,Sugarcane,Millets,March-May,June-July,128 days,Tamil Nadu
Rice,Black,600-1100 mm,18 - 43°C,Ragi,Pulses,June-July,September-October,126 days,Karnataka
Sugarcane,Alluvial,500-1500 mm,15 - 38°C,Cotton,Rice,March-May,June-July,155 days,Punjab
Cotton,Red,400-1000 mm,17 - 42°C,Red Gram,Jowar,June-July,September-October,122 days,Telangana
Groundnut,Red,400-1000 mm,21 - 33°C,Red Gram,Jowar,March-May,June-July,128 days,Telangana
Jowar,Black,600-1100 mm,26 - 33°C,Rice,Bengal Gram,October-December,March-April,159 days,Telangana
Jowar,Red,400-1000 mm,19 - 41°C,Wheat,Groundnut,June-July,September-October,94 days,Karnataka
Vegetables,Alluvial,500-1500 mm,20 - 31°C,Barley,Cotton,March-May,June-July,94 days,Punjab
Vegetables,Alluvial,500-1500 mm,22 - 44°C,Rice,Barley,March-May,June-July,176 days,Punjab
Cotton,Red,400-1000 mm,20 - 41°C,Bengal Gram,Bengal Gram,March-May,June-July,149 days,Telangana
Wheat,Alluvial,500-1500 mm,21 - 44°C,Barley,Cotton,October-December,March-April,136 days,Punjab
Coffee,Laterite,1500-3000 mm,24 - 32°C,Rice,Wheat,June-July,September-October,128 days,Karnataka
Wheat,Alluvial,500-1500 mm,18 - 32°C,Maize,Rice,October-December,March-April,178 days,Punjab
Groundnut,Black,600-1100 mm,21 - 39°C,Wheat,Groundnut,June-July,September-October,125 days,Karnataka
Oilseeds,Alluvial,500-1500 mm,15 - 33°C,Rice,Pulses,March-May,June-July,177 days,Uttar Pradesh
Rice,Black,600-1100 mm,29 - 42°C,Maize,Millets,June-July,September-October,105 days,Andhra Pradesh
Ragi,Red,400-1000 mm,30 - 44°C,Pulses,Maize,March-May,June-July,159 days,Andhra Pradesh
Vegetables,Alluvial,500-1500 mm,20 - 36°C,Barley,Wheat,March-May,June-July,178 days,Punjab
Jowar,Black,600-1100 mm,18 - 36°C,Pulses,Jowar,October-December,March-April,128 days,Karnataka
Coffee,Laterite,1500-3000 mm,23 - 31°C,Groundnut,Wheat,March-May,June-July,167 days,Karnataka
Pulses,Red,400-1000 mm,25 - 39°C,Pulses,Pulses,June-July,September-October,154 days,Tamil Nadu
Maize,Alluvial,500-1500 mm,24 - 40°C,Wheat,Mustard,June-July,September-October,102 days,Punjab
Vegetables,Alluvial,500-1500 mm,28 - 39°C,Mustard,Maize,October-December,March-April,144 days,Punjab
Jowar,Black,600-1100 mm,30 - 42°C,Jowar,Cotton,October-December,March-April,111 days,Telangana
Pulses,Red,400-1000 mm,30 - 41°C,Groundnut,Rice,October-December,March-April,94 days,Tamil Nadu
Jowar,Black,600-1100 mm,24 - 40°C,Bengal Gram,Jowar,March-May,June-July,143 days,Telangana
Cotton,Black,600-1100 mm,18 - 41°C,Rice,Rice,June-July,September-October,159 days,Telangana
Cotton,Black,600-1100 mm,16 - 35°C,Red Gram,Bengal Gram,March-May,June-July,126 days,Telangana
Rubber,Laterite,1500-3000 mm,24 - 45°C,Ragi,Groundnut,June-July,September-October,99 days,Karnataka
Pulses,Red,400-1000 mm,23 - 40°C,Ragi,Jowar,October-December,March-April,140 days,Karnataka
